"","denominator_value","numerator_value","drug_concept_id","drug_name","conc_1_exct","conc_2_exct","conc_3_exct","conc_4_exct","conc_5_exct","conc_6_exct","conc_7_exct","conc_8_exct","conc_9_exct"
"2291",NA,1.95,42721209,"Camphor 0.025 MG/MG / Copper Sulfate 0.001 MG/MG / Methylene blue 0.00457 MG/MG / resorcinol 1.95 MG/MG / Zinc Sulfate 2.95 MG/MG Topical Solution [Eau Resolutive Soker]",0.025,0.001,0.00457,1.95,2.95,NA,NA,NA,NA
"2292",NA,25,42721298,"AESCULUS HIPPOCASTANUM SEED OIL 25 MG/MG / amylocaine 10 MG/MG / Benzocaine 0.01 MG/MG / Hamamelis virginiana leaf extract 0.00501 MG/MG Rectal Ointment [Pommade Midy]",25,10,0.01,0.00501,NA,NA,NA,NA,NA
"2293",NA,10,42721298,"AESCULUS HIPPOCASTANUM SEED OIL 25 MG/MG / amylocaine 10 MG/MG / Benzocaine 0.01 MG/MG / Hamamelis virginiana leaf extract 0.00501 MG/MG Rectal Ointment [Pommade Midy]",25,10,0.01,0.00501,NA,NA,NA,NA,NA
"2294",NA,0.00501,42721298,"AESCULUS HIPPOCASTANUM SEED OIL 25 MG/MG / amylocaine 10 MG/MG / Benzocaine 0.01 MG/MG / Hamamelis virginiana leaf extract 0.00501 MG/MG Rectal Ointment [Pommade Midy]",25,10,0.01,0.00501,NA,NA,NA,NA,NA
"2295",NA,0.01,42721298,"AESCULUS HIPPOCASTANUM SEED OIL 25 MG/MG / amylocaine 10 MG/MG / Benzocaine 0.01 MG/MG / Hamamelis virginiana leaf extract 0.00501 MG/MG Rectal Ointment [Pommade Midy]",25,10,0.01,0.00501,NA,NA,NA,NA,NA
"2296",NA,0.36,42721376,"phenol 0.0833 MG/MG / Sulfur 1.26 MG/MG / Zinc Sulfate 0.36 MG/MG Topical Ointment [Labiosan] Box of 1",0.0833,1.26,0.36,NA,NA,NA,NA,NA,NA
"2297",NA,0.0833,42721376,"phenol 0.0833 MG/MG / Sulfur 1.26 MG/MG / Zinc Sulfate 0.36 MG/MG Topical Ointment [Labiosan] Box of 1",0.0833,1.26,0.36,NA,NA,NA,NA,NA,NA
"2298",NA,1.26,42721376,"phenol 0.0833 MG/MG / Sulfur 1.26 MG/MG / Zinc Sulfate 0.36 MG/MG Topical Ointment [Labiosan] Box of 1",0.0833,1.26,0.36,NA,NA,NA,NA,NA,NA
"2299",NA,7,42721412,"Iron 7 MG/MG",7,NA,NA,NA,NA,NA,NA,NA,NA
"2300",NA,413,42721468,"tartaric acid 413 MG/MG",413,NA,NA,NA,NA,NA,NA,NA,NA
"2301",NA,80.3,42721484,"Passion flower extract 80.3 MG/MG",80.3,NA,NA,NA,NA,NA,NA,NA,NA
"2302",NA,10.7,42721800,"Cascara sagrada 86.7 MG/MG / Centaurium erythraea preparation 5.33 MG/MG / Cichorium intybus whole extract 8.87 MG/MG / Gentiana lutea root extract 17.8 MG/MG / Hops extract 10.7 MG/MG / Inula helenium root extract 10.7 MG/MG / ... [Spark]",86.7,5.33,8.87,17.8,10.7,10.7,NA,NA,NA
"2303",NA,5.33,42721800,"Cascara sagrada 86.7 MG/MG / Centaurium erythraea preparation 5.33 MG/MG / Cichorium intybus whole extract 8.87 MG/MG / Gentiana lutea root extract 17.8 MG/MG / Hops extract 10.7 MG/MG / Inula helenium root extract 10.7 MG/MG / ... [Spark]",86.7,5.33,8.87,17.8,10.7,10.7,NA,NA,NA
"2304",NA,26,42721800,"Cascara sagrada 86.7 MG/MG / Centaurium erythraea preparation 5.33 MG/MG / Cichorium intybus whole extract 8.87 MG/MG / Gentiana lutea root extract 17.8 MG/MG / Hops extract 10.7 MG/MG / Inula helenium root extract 10.7 MG/MG / ... [Spark]",86.7,5.33,8.87,17.8,10.7,10.7,NA,NA,NA
"2305",NA,86.7,42721800,"Cascara sagrada 86.7 MG/MG / Centaurium erythraea preparation 5.33 MG/MG / Cichorium intybus whole extract 8.87 MG/MG / Gentiana lutea root extract 17.8 MG/MG / Hops extract 10.7 MG/MG / Inula helenium root extract 10.7 MG/MG / ... [Spark]",86.7,5.33,8.87,17.8,10.7,10.7,NA,NA,NA
"2306",NA,10.7,42721800,"Cascara sagrada 86.7 MG/MG / Centaurium erythraea preparation 5.33 MG/MG / Cichorium intybus whole extract 8.87 MG/MG / Gentiana lutea root extract 17.8 MG/MG / Hops extract 10.7 MG/MG / Inula helenium root extract 10.7 MG/MG / ... [Spark]",86.7,5.33,8.87,17.8,10.7,10.7,NA,NA,NA
"2307",NA,5.33,42721800,"Cascara sagrada 86.7 MG/MG / Centaurium erythraea preparation 5.33 MG/MG / Cichorium intybus whole extract 8.87 MG/MG / Gentiana lutea root extract 17.8 MG/MG / Hops extract 10.7 MG/MG / Inula helenium root extract 10.7 MG/MG / ... [Spark]",86.7,5.33,8.87,17.8,10.7,10.7,NA,NA,NA
"2308",NA,17.8,42721800,"Cascara sagrada 86.7 MG/MG / Centaurium erythraea preparation 5.33 MG/MG / Cichorium intybus whole extract 8.87 MG/MG / Gentiana lutea root extract 17.8 MG/MG / Hops extract 10.7 MG/MG / Inula helenium root extract 10.7 MG/MG / ... [Spark]",86.7,5.33,8.87,17.8,10.7,10.7,NA,NA,NA
"2309",NA,8.87,42721800,"Cascara sagrada 86.7 MG/MG / Centaurium erythraea preparation 5.33 MG/MG / Cichorium intybus whole extract 8.87 MG/MG / Gentiana lutea root extract 17.8 MG/MG / Hops extract 10.7 MG/MG / Inula helenium root extract 10.7 MG/MG / ... [Spark]",86.7,5.33,8.87,17.8,10.7,10.7,NA,NA,NA
"2310",NA,10,42721802,"AESCULUS HIPPOCASTANUM SEED OIL 25 MG/MG / amylocaine 10 MG/MG / Benzocaine 0.01 MG/MG / Hamamelis virginiana leaf extract 0.00501 MG/MG [Pommade Midy]",25,10,0.01,0.00501,NA,NA,NA,NA,NA
"2311",NA,0.01,42721802,"AESCULUS HIPPOCASTANUM SEED OIL 25 MG/MG / amylocaine 10 MG/MG / Benzocaine 0.01 MG/MG / Hamamelis virginiana leaf extract 0.00501 MG/MG [Pommade Midy]",25,10,0.01,0.00501,NA,NA,NA,NA,NA
"2312",NA,25,42721802,"AESCULUS HIPPOCASTANUM SEED OIL 25 MG/MG / amylocaine 10 MG/MG / Benzocaine 0.01 MG/MG / Hamamelis virginiana leaf extract 0.00501 MG/MG [Pommade Midy]",25,10,0.01,0.00501,NA,NA,NA,NA,NA
"2313",NA,0.00501,42721802,"AESCULUS HIPPOCASTANUM SEED OIL 25 MG/MG / amylocaine 10 MG/MG / Benzocaine 0.01 MG/MG / Hamamelis virginiana leaf extract 0.00501 MG/MG [Pommade Midy]",25,10,0.01,0.00501,NA,NA,NA,NA,NA
"2314",NA,0.44,42722005,"Sodium Bicarbonate 0.44 MG/MG / tartaric acid 413 MG/MG Oral Powder Box of 50",0.44,413,NA,NA,NA,NA,NA,NA,NA
"2315",NA,413,42722005,"Sodium Bicarbonate 0.44 MG/MG / tartaric acid 413 MG/MG Oral Powder Box of 50",0.44,413,NA,NA,NA,NA,NA,NA,NA
"2316",NA,5.99,42722526,"CAMPHOR OIL, WHITE 2.47 MG/MG / Melaleuca cajuputi leaf oil 5.99 MG/MG / phenol 17.5 MG/MG Topical Ointment [Watkins Petro Carbo Salve]",2.47,5.99,17.5,NA,NA,NA,NA,NA,NA
"2317",NA,2.47,42722526,"CAMPHOR OIL, WHITE 2.47 MG/MG / Melaleuca cajuputi leaf oil 5.99 MG/MG / phenol 17.5 MG/MG Topical Ointment [Watkins Petro Carbo Salve]",2.47,5.99,17.5,NA,NA,NA,NA,NA,NA
"2318",NA,17.5,42722526,"CAMPHOR OIL, WHITE 2.47 MG/MG / Melaleuca cajuputi leaf oil 5.99 MG/MG / phenol 17.5 MG/MG Topical Ointment [Watkins Petro Carbo Salve]",2.47,5.99,17.5,NA,NA,NA,NA,NA,NA
"2319",NA,1.9,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2320",NA,6.15,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2321",NA,0.00143,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2322",NA,0.0238,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2323",NA,11.9,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2324",NA,4.76,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2325",NA,0.596,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2326",NA,0.0238,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2327",NA,2.38,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2328",NA,0.0143,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2329",NA,0.0713,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2330",NA,4.76e-05,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2331",NA,0.143,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2332",NA,95.2,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2333",NA,0.0238,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2334",NA,0.00119,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2335",NA,0.0019,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2336",NA,0.0952,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2337",NA,0.119,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2338",NA,0.476,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2339",NA,0.005,42722660,"Ascorbic Acid 0.476 MG/MG / Biotin 0.00143 MG/MG / Calcium 11.9 MG/MG / Copper Gluconate 0.0238 MG/MG / Folic Acid 0.0019 MG/MG / Iron 0.0952 MG/MG / Magnesium Oxide 1.9 MG/MG / Niacinamide 0.143 MG/MG / ... Oral Powder [Nature'S Choice]",0.476,0.00143,11.9,0.0238,0.0019,0.0952,1.9,0.143,NA
"2340",NA,0.233,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2341",NA,8.34,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2342",NA,13.3,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2343",NA,0.0669,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2344",NA,0.00333,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2345",NA,0.00669,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2346",NA,10,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2347",NA,1,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2348",NA,0.00333,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2349",NA,167,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2350",NA,1,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2351",NA,0.00167,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2352",NA,0.06,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2353",NA,0.0433,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2354",NA,0.01,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2355",NA,0.6,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2356",NA,0.0533,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2357",NA,36.7,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2358",NA,6.69e-05,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2359",NA,0.0669,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2360",NA,0.669,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2361",NA,5e-04,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2362",NA,0.00533,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2363",NA,33.3,42722661,"Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0669 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00669 MG/MG / Magnesium Oxide 8.34 MG/MG / ... Oral Powder [Reliv Now]",10,0.01,36.7,0.00333,0.0669,0.6,0.00669,8.34,NA
"2364",NA,502,42722718,"Potassium Chloride 502 MG/MG",502,NA,NA,NA,NA,NA,NA,NA,NA
"2365",NA,6.69,42722746,"pantothenate 6.69 MG/MG",6.69,NA,NA,NA,NA,NA,NA,NA,NA
"2366",NA,413,42723033,"Sodium Bicarbonate 0.44 MG/MG / tartaric acid 413 MG/MG [E-Z-Gas 2]",0.44,413,NA,NA,NA,NA,NA,NA,NA
"2367",NA,0.44,42723033,"Sodium Bicarbonate 0.44 MG/MG / tartaric acid 413 MG/MG [E-Z-Gas 2]",0.44,413,NA,NA,NA,NA,NA,NA,NA
