"","denominator_value","numerator_value","drug_concept_id","drug_name","conc_1_exct","conc_2_exct","conc_3_exct","conc_4_exct","conc_5_exct","conc_6_exct","conc_7_exct","conc_8_exct","conc_9_exct"
"581",1610,16100,41451865,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"582",1610,4030,41451865,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"583",1610,4030,41451865,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"584",1610,23200,41451865,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"585",1610,60.4,41451865,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"586",1610,7050,41451865,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"587",1610,3030,41451865,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"588",1610,19200,41451865,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"589",1610,4030,41451868,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial] Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"590",1610,15100,41451868,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial] Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"591",1610,6040,41451868,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial] Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"592",1610,19200,41451868,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial] Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"593",1610,4030,41451868,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial] Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"594",1610,12100,41451868,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial] Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"595",1610,13100,41451868,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial] Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"596",1610,11100,41451868,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial] Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"597",1610,4030,41451868,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial] Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"598",1610,12100,41451868,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial] Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"599",1610,3030,41451873,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"600",1610,13100,41451873,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"601",1610,4030,41451873,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"602",1610,23200,41451873,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"603",1610,8050,41451873,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"604",1610,16100,41451873,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"605",1610,60.4,41451873,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"606",1610,7050,41451873,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"607",1610,19200,41451873,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"608",1610,4030,41451873,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"609",1610,4030,41451874,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"610",1610,11100,41451874,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"611",1610,4030,41451874,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"612",1610,4030,41451874,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"613",1610,12100,41451874,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"614",1610,6040,41451874,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"615",1610,12100,41451874,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"616",1610,15100,41451874,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"617",1610,13100,41451874,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"618",1610,19200,41451874,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution Box of 15",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"619",1610,23200,41451886,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"620",1610,13100,41451886,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"621",1610,3030,41451886,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"622",1610,16100,41451886,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"623",1610,4030,41451886,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"624",1610,4030,41451886,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"625",1610,8050,41451886,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"626",1610,7050,41451886,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"627",1610,60.4,41451886,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"628",1610,19200,41451886,"1610 MG Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"629",1610,6040,41451893,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial]",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"630",1610,4030,41451893,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial]",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"631",1610,12100,41451893,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial]",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"632",1610,4030,41451893,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial]",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"633",1610,19200,41451893,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial]",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"634",1610,11100,41451893,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial]",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"635",1610,13100,41451893,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial]",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"636",1610,4030,41451893,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial]",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"637",1610,12100,41451893,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial]",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"638",1610,15100,41451893,"1610 MG Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.89 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / ... Oral Solution [Salus Bronchial]",2.5,6.89,9.38,2.5,NA,NA,NA,NA,NA
"639",1990,4480,41452264,"1990 MG CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution Box of 10",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"640",1990,4480,41452264,"1990 MG CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution Box of 10",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"641",1990,4480,41452264,"1990 MG CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution Box of 10",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"642",1990,3980,41452344,"1990 MG Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... Oral Solution [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"643",1990,22900,41452344,"1990 MG Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... Oral Solution [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"644",1990,15900,41452344,"1990 MG Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... Oral Solution [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"645",1990,3980,41452344,"1990 MG Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... Oral Solution [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"646",1990,18900,41452344,"1990 MG Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... Oral Solution [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"647",1990,2990,41452344,"1990 MG Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... Oral Solution [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"648",1990,59.7,41452344,"1990 MG Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... Oral Solution [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"649",1990,7960,41452344,"1990 MG Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... Oral Solution [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"650",1990,12900,41452344,"1990 MG Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... Oral Solution [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"651",1990,6970,41452344,"1990 MG Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... Oral Solution [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"652",1990,4480,41452439,"1990 MG CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution [Schlaf Nerven]",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"653",1990,4480,41452439,"1990 MG CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution [Schlaf Nerven]",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"654",1990,4480,41452439,"1990 MG CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution [Schlaf Nerven]",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
